Testes de variação de epocas de treino para a rede neural com a base de dados Hill.
Formato (Qt. epocas, Accuracy, Tempo de execução)
(174, 33.33333333333333, 0.22672653198242188)
(175, 33.33333333333333, 0.22496533393859863)
(176, 33.33333333333333, 0.2288501262664795)
(177, 33.33333333333333, 0.27284908294677734)
(178, 33.33333333333333, 0.25198793411254883)
(179, 33.33333333333333, 0.23874330520629883)
(180, 33.33333333333333, 0.23321247100830078)
(181, 33.33333333333333, 0.23623180389404297)
(182, 33.33333333333333, 0.23662090301513672)
(183, 33.33333333333333, 0.2390894889831543)
(184, 33.33333333333333, 0.23689723014831543)
(185, 33.33333333333333, 0.23765873908996582)
(186, 33.33333333333333, 0.23902273178100586)
(187, 33.33333333333333, 0.24342060089111328)
(188, 33.33333333333333, 0.23996663093566895)
(189, 33.33333333333333, 0.2466716766357422)
(190, 33.33333333333333, 0.24328017234802246)
(191, 33.33333333333333, 0.24572515487670898)
(192, 33.33333333333333, 0.2463991641998291)
(193, 33.33333333333333, 0.24952387809753418)
(194, 33.33333333333333, 0.24944639205932617)
(195, 33.33333333333333, 0.2553894519805908)
(196, 33.33333333333333, 0.252988338470459)
(197, 33.33333333333333, 0.2582249641418457)
(198, 33.33333333333333, 0.25205564498901367)
(199, 33.33333333333333, 0.26231884956359863)
(200, 33.33333333333333, 0.25853562355041504)
(201, 33.33333333333333, 0.2646639347076416)
(202, 33.33333333333333, 0.25953125953674316)
(203, 33.33333333333333, 0.2642827033996582)
(204, 33.33333333333333, 0.2654240131378174)
(205, 33.33333333333333, 0.26368236541748047)
(206, 33.33333333333333, 0.26579856872558594)
(207, 33.33333333333333, 0.26677846908569336)
(208, 33.33333333333333, 0.26677751541137695)
(209, 33.33333333333333, 0.26726198196411133)
(210, 33.33333333333333, 0.27327656745910645)
(211, 33.33333333333333, 0.2729361057281494)
(212, 33.33333333333333, 0.2745401859283447)
(213, 33.33333333333333, 0.28572511672973633)
(214, 33.33333333333333, 0.27567410469055176)
(215, 33.33333333333333, 0.2908151149749756)
(216, 33.33333333333333, 0.282881498336792)
(217, 33.33333333333333, 0.2782161235809326)
(218, 33.33333333333333, 0.2835054397583008)
(219, 33.33333333333333, 0.28325343132019043)
(220, 33.33333333333333, 0.27950501441955566)
(221, 33.33333333333333, 0.283581018447876)
(222, 33.33333333333333, 0.2870826721191406)
(223, 33.33333333333333, 0.289531946182251)
(224, 33.33333333333333, 0.2889974117279053)
(225, 33.33333333333333, 0.288588285446167)
(226, 33.33333333333333, 0.29523634910583496)
(227, 33.33333333333333, 0.28959107398986816)
(228, 33.33333333333333, 0.29521775245666504)
(229, 33.33333333333333, 0.29641103744506836)
(230, 33.33333333333333, 0.2955620288848877)
(231, 33.33333333333333, 0.29707765579223633)
(232, 33.33333333333333, 0.2949986457824707)
(233, 33.33333333333333, 0.2990865707397461)
(234, 33.33333333333333, 0.3012368679046631)
(235, 33.33333333333333, 0.3005068302154541)
(236, 33.33333333333333, 0.3035123348236084)
(237, 33.33333333333333, 0.3026907444000244)
(238, 33.33333333333333, 0.3097546100616455)
(239, 33.33333333333333, 0.3061339855194092)
(240, 33.33333333333333, 0.307633638381958)
(241, 33.33333333333333, 0.3116738796234131)
(242, 33.33333333333333, 0.3123049736022949)
(243, 33.33333333333333, 0.3138446807861328)
