Testes de variação de epocas de treino para a rede neural com a base de dados Hill.
Formato (Qt. epocas, Accuracy, Tempo de execução)
(156, 47.73662551440329, 12.552747964859009)
(157, 48.559670781893004, 12.963481903076172)
(158, 47.73662551440329, 12.505204677581787)
(159, 47.73662551440329, 12.499951839447021)
(160, 48.559670781893004, 12.561410427093506)
(161, 34.5679012345679, 13.31196403503418)
(162, 47.73662551440329, 13.264156341552734)
(163, 47.73662551440329, 15.307066202163696)
(164, 47.73662551440329, 15.026806592941284)
(165, 47.73662551440329, 13.836914777755737)
(166, 47.73662551440329, 13.473849296569824)
(167, 47.73662551440329, 13.54431939125061)
(168, 47.73662551440329, 13.631794214248657)
(169, 47.73662551440329, 13.787800550460815)
(170, 27.160493827160494, 13.765665769577026)
(171, 26.337448559670783, 13.747692823410034)
(172, 47.73662551440329, 14.007580518722534)
(173, 47.73662551440329, 14.049703121185303)
(174, 47.73662551440329, 13.854206085205078)
(175, 47.73662551440329, 13.625060558319092)
(176, 47.73662551440329, 13.70740270614624)
(177, 47.73662551440329, 13.913528203964233)
(178, 47.73662551440329, 13.915550231933594)
(179, 47.73662551440329, 13.911652326583862)
(180, 47.73662551440329, 14.022098541259766)
(181, 47.73662551440329, 14.04521107673645)
(182, 47.73662551440329, 14.800407409667969)
(183, 34.5679012345679, 14.77839469909668)
(184, 47.73662551440329, 14.618932247161865)
(185, 47.73662551440329, 14.761723279953003)
(186, 47.73662551440329, 14.498950481414795)
(187, 47.73662551440329, 14.534181118011475)
(188, 47.73662551440329, 14.612622737884521)
(189, 27.160493827160494, 14.664113283157349)
(190, 47.73662551440329, 14.781541109085083)
(191, 47.73662551440329, 15.046677350997925)
(192, 48.559670781893004, 16.228236436843872)
(193, 47.73662551440329, 17.523910522460938)
(194, 47.73662551440329, 19.032073974609375)
(195, 48.559670781893004, 17.13372015953064)
(196, 47.73662551440329, 16.473349571228027)
(197, 48.559670781893004, 17.994297981262207)
(198, 47.73662551440329, 16.014886617660522)
(199, 47.73662551440329, 16.253424167633057)
(200, 47.73662551440329, 17.160093784332275)
(201, 47.73662551440329, 19.982177734375)
(202, 47.73662551440329, 21.002497673034668)
(203, 47.73662551440329, 30.486977577209473)
(204, 47.73662551440329, 28.74700689315796)
(205, 47.73662551440329, 20.584368467330933)
(206, 48.559670781893004, 24.352203130722046)
(207, 47.73662551440329, 28.414525985717773)
(208, 47.73662551440329, 26.735101222991943)
(209, 47.73662551440329, 29.2295401096344)
(210, 48.559670781893004, 38.1873664855957)
(211, 47.73662551440329, 31.992486476898193)
(212, 47.73662551440329, 37.305989265441895)
(213, 47.73662551440329, 37.63505578041077)
(214, 47.73662551440329, 30.471179485321045)
(215, 47.73662551440329, 20.50309705734253)
(216, 28.80658436213992, 20.322999715805054)
(217, 47.73662551440329, 20.66748571395874)
(218, 47.73662551440329, 21.366029262542725)
(219, 47.73662551440329, 20.994125366210938)
(220, 47.73662551440329, 21.03077530860901)
(221, 48.559670781893004, 21.75536060333252)
(222, 47.73662551440329, 22.592607259750366)
(223, 48.148148148148145, 23.979737758636475)
(224, 48.148148148148145, 25.54905652999878)
(225, 48.148148148148145, 24.296752214431763)
(226, 47.73662551440329, 23.50399422645569)
(227, 47.73662551440329, 25.480525255203247)
(228, 47.73662551440329, 33.413434743881226)
(229, 47.73662551440329, 39.81209588050842)
(230, 47.73662551440329, 40.838703632354736)
(231, 48.559670781893004, 37.643754720687866)
(232, 48.559670781893004, 26.86154007911682)
(233, 30.45267489711934, 37.58676767349243)
(234, 47.73662551440329, 36.64431595802307)
(235, 47.73662551440329, 25.03522276878357)
(236, 47.73662551440329, 25.556840181350708)
(237, 48.148148148148145, 33.42970013618469)
(238, 48.559670781893004, 44.912025690078735)
(239, 48.559670781893004, 42.90869688987732)
(240, 48.148148148148145, 41.603272438049316)
(241, 48.559670781893004, 26.109467267990112)
(242, 48.559670781893004, 26.304725885391235)
(243, 48.148148148148145, 35.078789949417114)
(244, 48.559670781893004, 45.46523332595825)
(245, 47.73662551440329, 27.89689064025879)
(246, 47.73662551440329, 38.26648163795471)
(247, 48.148148148148145, 27.35295557975769)
(248, 47.73662551440329, 41.49639534950256)
(249, 48.559670781893004, 45.212562799453735)
(250, 48.559670781893004, 48.5217649936676)
(251, 47.73662551440329, 44.790035247802734)
(252, 48.148148148148145, 33.433510065078735)
(253, 48.559670781893004, 28.76754665374756)
(254, 48.559670781893004, 43.03637337684631)
(255, 48.148148148148145, 45.04359674453735)
(256, 48.559670781893004, 45.503509283065796)
(257, 48.148148148148145, 46.01420736312866)
(258, 48.148148148148145, 46.39242458343506)
(259, 48.559670781893004, 46.24386787414551)
(260, 48.559670781893004, 46.119773864746094)
(261, 48.559670781893004, 46.85179567337036)
(262, 48.148148148148145, 45.39144730567932)
(263, 48.559670781893004, 46.41192150115967)
(264, 48.148148148148145, 47.126996994018555)
(265, 48.559670781893004, 47.654215574264526)
(266, 48.148148148148145, 47.4063446521759)
(267, 48.148148148148145, 30.641322374343872)
(268, 47.73662551440329, 29.21863079071045)
(269, 48.559670781893004, 40.66605734825134)
(270, 48.148148148148145, 48.78240442276001)
(271, 48.148148148148145, 48.95756220817566)
(272, 48.148148148148145, 45.9962944984436)
(273, 48.559670781893004, 32.13449788093567)
